시도,시군구,구분,2012,,,,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,,,2015,,,,,,,,,,,,,,,,,,2016,,,,,,,,,,,,,,,,,
,,,합계,단일로,,,,,,교차로,,,건널목,,기타/불명,,고가도로위,,지하도로내,,합계,단일로,,,,,,교차로,,,건널목,,기타/불명,,고가도로위,,지하도로내,,합계,단일로,,,,,,교차로,,,건널목,,기타/불명,,고가도로위,,지하도로내,,합계,단일로,,,,,,교차로,,,건널목,,기타/불명,,고가도로위,,지하도로내,,합계,단일로,,,,,,교차로,,,건널목,,기타/불명,,고가도로위,,지하도로내,
,,부상자수,1437,792,53,22,1,5,711,616,431,185,,,24,24,5,5,,,1386,682,36,7,6,4,629,595,403,192,,,94,94,14,14,1,1,1498,776,44,4,2,12,714,677,438,239,,,39,39,6,6,,,1425,740,30,10,6,6,688,624,402,222,,,44,44,17,17,,,1248,623,32,6,6,3,576,586,388,198,,,26,26,13,13,,
,,중상자수,203,130,19,5,0,0,106,72,39,33,,,1,1,0,0,,,227,111,19,1,1,0,90,97,71,26,,,11,11,8,8,0,0,240,123,14,0,0,0,109,110,72,38,,,6,6,1,1,,,190,92,9,3,2,0,78,85,52,33,,,9,9,4,4,,,171,100,16,3,0,1,80,65,37,28,,,5,5,1,1,,
,,경상자수,1175,633,33,17,1,5,577,517,373,144,,,21,21,4,4,,,1108,538,16,6,5,4,507,481,321,160,,,82,82,6,6,1,1,1194,618,27,4,2,11,574,541,346,195,,,30,30,5,5,,,1160,607,20,7,4,6,570,505,329,176,,,35,35,13,13,,,1025,494,15,3,6,1,469,501,341,160,,,19,19,11,11,,
,,부상신고자수,59,29,1,0,0,0,28,27,19,8,,,2,2,1,1,,,51,33,1,0,0,0,32,17,11,6,,,1,1,0,0,0,0,64,35,3,0,0,1,31,26,20,6,,,3,3,0,0,,,75,41,1,0,0,0,40,34,21,13,,,0,0,0,0,,,52,29,1,0,0,1,27,20,10,10,,,2,2,1,1,,
대전,합계,발생건수,5631,3023,222,56,4,54,2687,2506,1564,942,,,69,69,21,21,12,12,5462,2836,228,66,2,42,2498,2503,1488,1015,,,90,90,18,18,15,15,5899,3093,295,71,7,40,2680,2688,1736,952,,,87,87,17,17,14,14,6901,3395,247,90,8,39,3011,3347,2122,1225,,,128,128,21,21,10,10,7535,3884,304,71,15,39,3455,3556,2222,1334,,,76,76,9,9,10,10
,,사망자수,123,79,6,6,0,0,67,40,28,12,,,1,1,3,3,0,0,92,62,4,1,0,0,57,29,16,13,,,0,0,0,0,1,1,100,66,13,2,0,1,50,30,22,8,,,0,0,2,2,2,2,97,67,5,3,0,0,59,28,18,10,,,0,0,0,0,2,2,99,58,8,1,0,1,48,40,23,17,,,1,1,0,0,0,0
,,부상자수,8612,4391,234,68,5,108,3976,4069,2491,1578,,,92,92,41,41,19,19,8234,4077,241,87,2,91,3656,3996,2332,1664,,,102,102,30,30,29,29,8893,4488,314,102,10,55,4007,4248,2724,1524,,,108,108,27,27,22,22,10413,4982,261,125,17,70,4509,5197,3333,1864,,,173,173,48,48,13,13,11315,5594,324,92,22,84,5072,5582,3461,2121,,,108,108,14,14,17,17
,,중상자수,2208,1178,111,17,2,27,1021,980,680,300,,,37,37,9,9,4,4,2088,1050,126,26,0,22,876,986,643,343,,,41,41,8,8,3,3,2245,1174,149,30,2,14,979,1030,726,304,,,34,34,2,2,5,5,2392,1184,123,27,5,15,1014,1147,782,365,,,48,48,9,9,4,4,2327,1186,138,24,6,15,1003,1114,763,351,,,22,22,1,1,4,4
,,경상자수,6292,3150,117,51,3,80,2899,3041,1776,1265,,,55,55,32,32,14,14,6018,2955,112,60,2,66,2715,2959,1656,1303,,,57,57,22,22,25,25,6465,3220,162,71,7,40,2940,3130,1938,1192,,,73,73,25,25,17,17,7798,3681,134,95,12,53,3387,3948,2498,1450,,,122,122,39,39,8,8,8599,4224,180,61,14,69,3900,4278,2607,1671,,,71,71,13,13,13,13
,,부상신고자수,112,63,6,0,0,1,56,48,35,13,,,0,0,0,0,1,1,128,72,3,1,0,3,65,51,33,18,,,4,4,0,0,1,1,183,94,3,1,1,1,88,88,60,28,,,1,1,0,0,0,0,223,117,4,3,0,2,108,102,53,49,,,3,3,0,0,1,1,389,184,6,7,2,0,169,190,91,99,,,15,15,0,0,0,0
,동구,발생건수,1058,601,58,25,2,6,510,441,275,166,,,7,7,5,5,4,4,1140,626,78,29,,2,517,485,283,202,,,22,22,4,4,3,3,990,591,57,23,3,7,501,387,247,140,,,8,8,4,4,,,1194,682,60,12,2,5,603,493,322,171,,,15,15,2,2,2,2,1079,622,64,11,2,3,542,443,280,163,,,11,11,1,1,2,2
,,사망자수,33,22,1,3,0,0,18,9,7,2,,,1,1,1,1,0,0,16,13,1,1,,0,11,3,2,1,,,0,0,0,0,0,0,16,10,3,0,0,0,7,5,3,2,,,0,0,1,1,,,22,19,2,1,0,0,16,3,3,0,,,0,0,0,0,0,0,19,14,4,0,0,0,10,5,2,3,,,0,0,0,0,0,0
,,부상자수,1531,855,65,31,3,7,749,656,402,254,,,7,7,8,8,5,5,1682,866,85,38,,2,741,776,423,353,,,25,25,7,7,8,8,1462,833,62,34,3,10,724,610,370,240,,,12,12,7,7,,,1694,945,63,12,2,7,861,721,466,255,,,23,23,3,3,2,2,1577,856,71,15,2,10,758,703,437,266,,,15,15,1,1,2,2
,,중상자수,365,216,30,9,1,2,174,142,92,50,,,3,3,2,2,2,2,423,239,50,10,,1,178,172,111,61,,,9,9,3,3,0,0,364,225,30,10,2,4,179,135,93,42,,,3,3,1,1,,,393,236,30,3,1,2,200,153,104,49,,,3,3,0,0,1,1,362,211,30,7,0,1,173,147,95,52,,,3,3,0,0,1,1
,,경상자수,1142,622,33,22,2,5,560,507,304,203,,,4,4,6,6,3,3,1225,612,34,28,,1,549,587,301,286,,,15,15,4,4,7,7,1079,595,31,24,1,6,533,469,273,196,,,9,9,6,6,,,1266,687,33,9,1,5,639,556,355,201,,,19,19,3,3,1,1,1176,622,41,7,2,9,563,542,333,209,,,10,10,1,1,1,1
,,부상신고자수,24,17,2,0,0,0,15,7,6,1,,,0,0,0,0,0,0,34,15,1,0,,0,14,17,11,6,,,1,1,0,0,1,1,19,13,1,0,0,0,12,6,4,2,,,0,0,0,0,,,35,22,0,0,0,0,22,12,7,5,,,1,1,0,0,0,0,39,23,0,1,0,0,22,14,9,5,,,2,2,0,0,0,0
,중구,발생건수,1085,652,48,7,,15,582,419,251,168,,,4,4,10,10,,,1013,528,36,6,,5,481,469,276,193,,,8,8,6,6,2,2,1211,621,66,18,,6,531,565,352,213,,,17,17,8,8,,,1217,643,52,19,1,6,565,553,362,191,,,13,13,8,8,,,1313,656,44,25,1,7,579,640,403,237,,,12,12,5,5,,
,,사망자수,19,11,4,0,,0,7,6,3,3,,,0,0,2,2,,,20,11,1,0,,0,10,9,4,5,,,0,0,0,0,0,0,17,11,2,2,,0,7,6,5,1,,,0,0,0,0,,,14,8,0,2,0,0,6,6,4,2,,,0,0,0,0,,,12,4,0,0,0,0,4,8,4,4,,,0,0,0,0,,
,,부상자수,1635,921,51,8,,30,832,687,412,275,,,6,6,21,21,,,1529,758,35,12,,14,697,750,446,304,,,8,8,11,11,2,2,1763,870,65,25,,8,772,862,538,324,,,18,18,13,13,,,1867,947,55,23,2,17,850,891,583,308,,,15,15,14,14,,,1949,912,52,34,2,10,814,1011,636,375,,,18,18,8,8,,
,,중상자수,442,276,26,2,,6,242,155,99,56,,,5,5,6,6,,,412,205,21,2,,4,178,202,134,68,,,3,3,1,1,1,1,491,264,36,9,,1,218,220,144,76,,,6,6,1,1,,,467,244,32,7,2,5,198,215,145,70,,,3,3,5,5,,,473,246,29,8,0,1,208,224,160,64,,,2,2,1,1,,
,,경상자수,1179,637,24,6,,24,583,526,307,219,,,1,1,15,15,,,1112,550,14,10,,10,516,546,310,236,,,5,5,10,10,1,1,1255,603,29,16,,7,551,628,386,242,,,12,12,12,12,,,1379,692,22,16,0,12,642,666,433,233,,,12,12,9,9,,,1450,645,23,21,2,9,590,782,474,308,,,16,16,7,7,,
,,부상신고자수,14,8,1,0,,0,7,6,6,0,,,0,0,0,0,,,5,3,0,0,,0,3,2,2,0,,,0,0,0,0,0,0,17,3,0,0,,0,3,14,8,6,,,0,0,0,0,,,21,11,1,0,0,0,10,10,5,5,,,0,0,0,0,,,26,21,0,5,0,0,16,5,2,3,,,0,0,0,0,,
,서구,발생건수,1820,922,62,12,1,20,827,854,511,343,,,35,35,2,2,7,7,1695,881,65,17,1,18,780,774,439,335,,,31,31,2,2,7,7,1904,962,101,17,4,12,828,891,558,333,,,35,35,4,4,12,12,2265,1017,62,27,3,16,909,1206,745,461,,,36,36,1,1,5,5,2303,1177,104,19,4,14,1036,1111,673,438,,,13,13,1,1,1,1
,,사망자수,28,17,0,2,0,0,15,11,6,5,,,0,0,0,0,0,0,19,13,1,0,0,0,12,5,3,2,,,0,0,0,0,1,1,32,22,5,0,0,1,16,8,6,2,,,0,0,0,0,2,2,23,14,0,0,0,0,14,9,6,3,,,0,0,0,0,0,0,17,8,1,0,0,1,6,9,9,0,,,0,0,0,0,0,0
,,부상자수,2902,1405,62,13,1,38,1291,1432,842,590,,,50,50,2,2,13,13,2598,1279,70,18,1,35,1155,1266,704,562,,,35,35,2,2,16,16,2874,1369,114,27,7,15,1206,1434,896,538,,,44,44,7,7,20,20,3464,1538,66,45,11,23,1393,1873,1179,694,,,40,40,5,5,8,8,3441,1694,106,27,8,36,1517,1726,1025,701,,,19,19,1,1,1,1
,,중상자수,660,333,27,4,0,11,291,307,209,98,,,18,18,0,0,2,2,591,281,29,6,0,7,239,288,167,121,,,19,19,2,2,1,1,672,320,48,6,0,4,262,333,224,109,,,15,15,0,0,4,4,692,299,30,8,2,2,257,377,264,113,,,14,14,0,0,2,2,636,309,42,7,3,4,253,323,224,99,,,4,4,0,0,0,0
,,경상자수,2198,1051,34,9,1,26,981,1103,618,485,,,32,32,2,2,10,10,1973,983,40,12,1,26,904,960,527,433,,,15,15,0,0,15,15,2154,1023,65,20,6,11,921,1079,653,426,,,29,29,7,7,16,16,2683,1189,34,34,9,20,1092,1458,898,560,,,26,26,5,5,5,5,2701,1327,60,19,5,32,1211,1359,777,582,,,13,13,1,1,1,1
,,부상신고자수,44,21,1,0,0,1,19,22,15,7,,,0,0,0,0,1,1,34,15,1,0,0,2,12,18,10,8,,,1,1,0,0,0,0,48,26,1,1,1,0,23,22,19,3,,,0,0,0,0,0,0,89,50,2,3,0,1,44,38,17,21,,,0,0,0,0,1,1,104,58,4,1,0,0,53,44,24,20,,,2,2,0,0,0,0
,유성구,발생건수,852,423,37,10,1,6,369,412,278,134,,,15,15,2,2,,,906,430,28,9,1,12,380,458,290,168,,,17,17,,,1,1,1121,539,48,8,,9,474,565,392,173,,,16,16,,,1,1,1449,665,53,24,2,4,582,750,482,268,,,30,30,2,2,2,2,1815,868,47,13,6,7,795,918,607,311,,,21,21,1,1,7,7
,,사망자수,29,19,1,1,0,0,17,10,8,2,,,0,0,0,0,,,23,13,0,0,0,0,13,10,7,3,,,0,0,,,0,0,15,13,3,0,,0,10,2,1,1,,,0,0,,,0,0,23,13,1,0,0,0,12,8,4,4,,,0,0,0,0,2,2,21,12,2,1,0,0,9,9,3,6,,,0,0,0,0,0,0
,,부상자수,1376,607,39,14,1,14,539,745,485,260,,,21,21,3,3,,,1426,673,31,14,1,28,599,733,471,262,,,19,19,,,1,1,1799,837,50,9,,13,765,941,642,299,,,20,20,,,1,1,2268,1020,58,36,2,5,919,1182,771,411,,,51,51,13,13,2,2,2922,1301,48,13,7,12,1221,1572,1032,540,,,32,32,3,3,14,14
,,중상자수,374,171,20,0,1,4,146,195,152,43,,,7,7,1,1,,,380,178,16,5,0,6,151,194,144,50,,,8,8,,,0,0,449,211,26,2,,3,180,233,183,50,,,4,4,,,1,1,518,240,27,6,0,2,205,261,175,86,,,16,16,1,1,0,0,543,241,18,2,2,4,215,291,202,89,,,8,8,0,0,3,3
,,경상자수,991,430,19,14,0,10,387,545,331,214,,,14,14,2,2,,,1022,477,15,9,1,22,430,534,323,211,,,10,10,,,1,1,1318,614,23,7,,10,574,688,450,238,,,16,16,,,0,0,1706,760,31,30,2,3,694,899,582,317,,,33,33,12,12,2,2,2230,1014,29,11,3,8,963,1186,779,407,,,16,16,3,3,11,11
,,부상신고자수,11,6,0,0,0,0,6,5,2,3,,,0,0,0,0,,,24,18,0,0,0,0,18,5,4,1,,,1,1,,,0,0,32,12,1,0,,0,11,20,9,11,,,0,0,,,0,0,44,20,0,0,0,0,20,22,14,8,,,2,2,0,0,0,0,149,46,1,0,2,0,43,95,51,44,,,8,8,0,0,0,0
,대덕구,발생건수,816,425,17,2,,7,399,380,249,131,,,8,8,2,2,1,1,708,371,21,5,,5,340,317,200,117,,,12,12,6,6,2,2,673,380,23,5,,6,346,280,187,93,,,11,11,1,1,1,1,776,388,20,8,,8,352,345,211,134,,,34,34,8,8,1,1,1025,561,45,3,2,8,503,444,259,185,,,19,19,1,1,,
,,사망자수,14,10,0,0,,0,10,4,4,0,,,0,0,0,0,0,0,14,12,1,0,,0,11,2,0,2,,,0,0,0,0,0,0,20,10,0,0,,0,10,9,7,2,,,0,0,1,1,0,0,15,13,2,0,,0,11,2,1,1,,,0,0,0,0,0,0,30,20,1,0,0,0,19,9,5,4,,,1,1,0,0,,
,,부상자수,1168,603,17,2,,19,565,549,350,199,,,8,8,7,7,1,1,999,501,20,5,,12,464,471,288,183,,,15,15,10,10,2,2,995,579,23,7,,9,540,401,278,123,,,14,14,0,0,1,1,1120,532,19,9,,18,486,530,334,196,,,44,44,13,13,1,1,1426,831,47,3,3,16,762,570,331,239,,,24,24,1,1,,
,,중상자수,367,182,8,2,,4,168,181,128,53,,,4,4,0,0,0,0,282,147,10,3,,4,130,130,87,43,,,2,2,2,2,1,1,269,154,9,3,,2,140,109,82,27,,,6,6,0,0,0,0,322,165,4,3,,4,154,141,94,47,,,12,12,3,3,1,1,313,179,19,0,1,5,154,129,82,47,,,5,5,0,0,,
,,경상자수,782,410,7,0,,15,388,360,216,144,,,4,4,7,7,1,1,686,333,9,1,,7,316,332,195,137,,,12,12,8,8,1,1,659,385,14,4,,6,361,266,176,90,,,7,7,0,0,1,1,764,353,14,6,,13,320,369,230,139,,,32,32,10,10,0,0,1042,616,27,3,2,11,573,409,244,165,,,16,16,1,1,,
,,부상신고자수,19,11,2,0,,0,9,8,6,2,,,0,0,0,0,0,0,31,21,1,1,,1,18,9,6,3,,,1,1,0,0,0,0,67,40,0,0,,1,39,26,20,6,,,1,1,0,0,0,0,34,14,1,0,,1,12,20,10,10,,,0,0,0,0,0,0,71,36,1,0,0,0,35,32,5,27,,,3,3,0,0,,
울산,합계,발생건수,4950,2452,134,64,4,42,2208,2446,1399,1047,1,1,45,45,2,2,4,4,5022,2514,109,40,6,32,2327,2447,1467,980,,,58,58,1,1,2,2,5180,2674,122,36,1,29,2486,2421,1478,943,,,76,76,5,5,4,4,5368,2658,115,30,6,53,2454,2655,1666,989,1,1,44,44,7,7,3,3,4496,2193,108,34,3,33,2015,2258,1443,815,,,38,38,5,5,2,2
,,사망자수,111,71,3,2,1,0,65,40,17,23,0,0,0,0,0,0,0,0,128,80,5,2,0,2,71,46,25,21,,,1,1,0,0,1,1,108,76,3,1,0,1,71,31,23,8,,,1,1,0,0,0,0,94,58,5,1,1,0,51,35,24,11,0,0,1,1,0,0,0,0,81,58,2,1,0,2,53,23,14,9,,,0,0,0,0,0,0
,,부상자수,7483,3605,148,89,8,74,3286,3807,2156,1651,1,1,56,56,4,4,10,10,7305,3550,108,51,13,57,3321,3677,2154,1523,,,73,73,2,2,3,3,7587,3893,130,41,1,46,3675,3590,2154,1436,,,92,92,6,6,6,6,7943,3961,119,41,20,90,3691,3913,2422,1491,1,1,50,50,13,13,5,5,6740,3339,117,46,7,58,3111,3347,2154,1193,,,43,43,9,9,2,2
,,중상자수,2756,1345,90,36,2,26,1191,1390,791,599,0,0,17,17,1,1,3,3,2571,1280,66,22,5,12,1175,1268,790,478,,,22,22,0,0,1,1,2286,1201,70,16,0,11,1104,1064,708,356,,,18,18,2,2,1,1,2275,1127,55,9,1,24,1038,1131,743,388,1,1,14,14,1,1,1,1,2039,1036,61,22,3,16,934,987,680,307,,,13,13,3,3,0,0
,,경상자수,4353,2082,56,52,6,42,1926,2227,1232,995,1,1,33,33,3,3,7,7,4355,2075,37,28,6,43,1961,2229,1245,984,,,48,48,1,1,2,2,4791,2413,54,24,1,32,2302,2304,1307,997,,,66,66,4,4,4,4,5036,2490,58,31,17,61,2323,2504,1489,1015,0,0,32,32,8,8,2,2,4133,2008,51,23,2,37,1895,2092,1300,792,,,27,27,5,5,1,1
,,부상신고자수,374,178,2,1,0,6,169,190,133,57,0,0,6,6,0,0,0,0,379,195,5,1,2,2,185,180,119,61,,,3,3,1,1,0,0,510,279,6,1,0,3,269,222,139,83,,,8,8,0,0,1,1,632,344,6,1,2,5,330,278,190,88,0,0,4,4,4,4,2,2,568,295,5,1,2,5,282,268,174,94,,,3,3,1,1,1,1
,중구,발생건수,887,448,33,12,,15,388,434,251,183,,,3,3,1,1,1,1,874,446,28,8,,10,400,421,252,169,,,6,6,,,1,1,960,557,38,7,,8,504,393,279,114,,,7,7,2,2,1,1,1036,565,40,3,1,13,508,462,358,104,,,6,6,2,2,1,1,970,526,42,6,1,15,462,440,328,112,,,4,4,,,,
,,사망자수,18,8,0,1,,0,7,10,2,8,,,0,0,0,0,0,0,25,19,3,1,,1,14,5,4,1,,,0,0,,,1,1,14,10,0,0,,1,9,4,3,1,,,0,0,0,0,0,0,11,6,0,0,0,0,6,5,4,1,,,0,0,0,0,0,0,13,7,1,0,0,1,5,6,3,3,,,0,0,,,,
,,부상자수,1288,611,36,16,,30,529,667,385,282,,,3,3,1,1,6,6,1210,595,25,8,,18,544,607,348,259,,,6,6,,,2,2,1407,787,41,10,,18,718,606,432,174,,,10,10,2,2,2,2,1516,793,41,3,1,21,727,713,551,162,,,7,7,2,2,1,1,1468,820,43,8,5,27,737,642,489,153,,,6,6,,,,
,,중상자수,451,214,22,5,,9,178,233,131,102,,,1,1,1,1,2,2,415,204,10,2,,2,190,209,122,87,,,1,1,,,1,1,435,235,18,4,,4,209,196,159,37,,,3,3,1,1,0,0,421,228,18,1,1,4,204,192,159,33,,,1,1,0,0,0,0,462,252,25,5,2,5,215,207,168,39,,,3,3,,,,
,,경상자수,773,363,13,11,,18,321,405,229,176,,,1,1,0,0,4,4,716,347,14,6,,14,313,365,210,155,,,3,3,,,1,1,879,504,20,5,,12,467,365,241,124,,,7,7,1,1,2,2,962,505,19,2,0,17,467,451,334,117,,,5,5,1,1,0,0,868,490,15,3,1,20,451,376,271,105,,,2,2,,,,
,,부상신고자수,64,34,1,0,,3,30,29,25,4,,,1,1,0,0,0,0,79,44,1,0,,2,41,33,16,17,,,2,2,,,0,0,93,48,3,1,,2,42,45,32,13,,,0,0,0,0,0,0,133,60,4,0,0,0,56,70,58,12,,,1,1,1,1,1,1,138,78,3,0,2,2,71,59,50,9,,,1,1,,,,
,남구,발생건수,1498,663,51,36,1,2,573,825,429,396,1,1,7,7,,,2,2,1605,740,44,20,1,14,661,842,463,379,,,22,22,,,1,1,1662,730,45,20,,9,656,913,484,429,,,16,16,2,2,1,1,1806,766,38,21,2,11,694,1023,571,452,,,17,17,,,,,1431,593,28,19,,8,538,824,487,337,,,12,12,2,2,,
,,사망자수,22,14,1,1,0,0,12,8,2,6,0,0,0,0,,,0,0,21,13,1,0,0,1,11,7,3,4,,,1,1,,,0,0,32,23,2,1,,0,20,9,8,1,,,0,0,0,0,0,0,22,10,3,1,1,0,5,12,8,4,,,0,0,,,,,23,15,1,0,,1,13,8,5,3,,,0,0,0,0,,
,,부상자수,2225,912,60,46,3,2,801,1303,676,627,1,1,7,7,,,2,2,2326,1037,44,25,1,29,938,1258,668,590,,,30,30,,,1,1,2431,1041,48,22,,13,958,1366,718,648,,,20,20,3,3,1,1,2564,1056,38,31,5,15,967,1490,836,654,,,18,18,,,,,2063,840,30,27,,11,772,1208,721,487,,,13,13,2,2,,
,,중상자수,874,360,35,24,0,1,300,509,278,231,0,0,4,4,,,1,1,860,376,34,16,0,7,319,473,278,195,,,11,11,,,0,0,693,297,24,10,,5,258,388,228,160,,,7,7,1,1,0,0,683,279,20,6,0,4,249,397,241,156,,,7,7,,,,,625,265,15,13,,4,233,358,230,128,,,1,1,1,1,,
,,경상자수,1318,534,25,22,3,1,483,779,391,388,1,1,3,3,,,1,1,1428,644,9,9,1,22,603,764,378,386,,,19,19,,,1,1,1669,714,22,12,,8,672,940,463,477,,,12,12,2,2,1,1,1770,718,18,25,4,9,662,1043,567,476,,,9,9,,,,,1331,518,15,13,,5,485,802,463,339,,,10,10,1,1,,
,,부상신고자수,33,18,0,0,0,0,18,15,7,8,0,0,0,0,,,0,0,38,17,1,0,0,0,16,21,12,9,,,0,0,,,0,0,69,30,2,0,,0,28,38,27,11,,,1,1,0,0,0,0,111,59,0,0,1,2,56,50,28,22,,,2,2,,,,,107,57,0,1,,2,54,48,28,20,,,2,2,0,0,,
,동구,발생건수,725,325,17,6,,,302,387,264,123,,,13,13,,,,,775,369,12,4,,,353,391,261,130,,,15,15,,,,,726,334,16,2,,,316,367,249,118,,,25,25,,,,,592,280,14,2,1,2,261,301,180,121,,,10,10,1,1,,,473,203,12,3,2,1,185,263,147,116,,,7,7,,,,
,,사망자수,8,6,1,0,,,5,2,0,2,,,0,0,,,,,17,10,0,0,,,10,7,7,0,,,0,0,,,,,11,7,0,0,,,7,4,3,1,,,0,0,,,,,12,7,0,0,0,0,7,4,4,0,,,1,1,0,0,,,2,1,0,0,0,0,1,1,1,0,,,0,0,,,,
,,부상자수,988,458,18,9,,,431,516,349,167,,,14,14,,,,,994,481,12,5,,,464,495,328,167,,,18,18,,,,,951,452,18,2,,,432,469,313,156,,,30,30,,,,,778,380,15,2,1,2,360,384,221,163,,,11,11,3,3,,,645,281,13,6,2,1,259,356,199,157,,,8,8,,,,
,,중상자수,359,159,10,2,,,147,193,133,60,,,7,7,,,,,347,174,7,2,,,165,169,120,49,,,4,4,,,,,305,143,11,1,,,131,159,116,43,,,3,3,,,,,279,132,6,1,0,1,124,143,89,54,,,4,4,0,0,,,211,98,6,2,1,1,88,109,67,42,,,4,4,,,,
,,경상자수,615,293,8,7,,,278,315,209,106,,,7,7,,,,,636,301,4,3,,,294,321,204,117,,,14,14,,,,,629,303,7,1,,,295,299,189,110,,,27,27,,,,,484,240,9,1,1,1,228,234,128,106,,,7,7,3,3,,,428,180,7,4,1,0,168,244,132,112,,,4,4,,,,
,,부상신고자수,14,6,0,0,,,6,8,7,1,,,0,0,,,,,11,6,1,0,,,5,5,4,1,,,0,0,,,,,17,6,0,0,,,6,11,8,3,,,0,0,,,,,15,8,0,0,0,0,8,7,4,3,,,0,0,0,0,,,6,3,0,0,0,0,3,3,0,3,,,0,0,,,,
,북구,발생건수,848,452,24,6,1,13,408,391,205,186,,,4,4,,,1,1,760,412,13,4,5,5,385,343,200,143,,,4,4,1,1,,,819,466,14,5,,8,439,334,208,126,,,16,16,1,1,2,2,846,486,13,1,2,17,453,354,231,123,1,1,3,3,1,1,1,1,694,403,20,2,,6,375,281,186,95,,,7,7,2,2,1,1
,,사망자수,19,7,1,0,0,0,6,12,9,3,,,0,0,,,0,0,20,10,0,0,0,0,10,10,4,6,,,0,0,0,0,,,17,12,0,0,,0,12,5,3,2,,,0,0,0,0,0,0,17,10,0,0,0,0,10,7,5,2,0,0,0,0,0,0,0,0,9,6,0,0,,0,6,3,2,1,,,0,0,0,0,0,0
,,부상자수,1395,733,25,14,4,25,665,656,336,320,,,4,4,,,2,2,1230,619,14,8,12,7,578,604,342,262,,,5,5,2,2,,,1243,727,14,5,,11,697,496,311,185,,,16,16,1,1,3,3,1393,819,16,2,13,24,764,564,354,210,1,1,4,4,2,2,3,3,1059,630,25,2,,14,589,415,281,134,,,7,7,6,6,1,1
,,중상자수,503,280,19,3,1,10,247,222,104,118,,,1,1,,,0,0,428,224,10,1,5,3,205,204,124,80,,,0,0,0,0,,,391,238,12,1,,2,223,149,101,48,,,3,3,0,0,1,1,400,232,8,0,0,11,213,165,112,53,1,1,1,1,0,0,1,1,324,187,12,0,,5,170,133,92,41,,,2,2,2,2,0,0
,,경상자수,825,418,6,11,3,12,386,402,208,194,,,3,3,,,2,2,738,362,4,7,5,4,342,371,199,172,,,4,4,1,1,,,770,450,2,4,,8,436,305,179,126,,,13,13,1,1,1,1,868,521,8,1,12,11,489,340,200,140,0,0,3,3,2,2,2,2,647,393,11,2,,9,371,245,164,81,,,5,5,4,4,0,0
,,부상신고자수,67,35,0,0,0,3,32,32,24,8,,,0,0,,,0,0,64,33,0,0,2,0,31,29,19,10,,,1,1,1,1,,,82,39,0,0,,1,38,42,31,11,,,0,0,0,0,1,1,125,66,0,1,1,2,62,59,42,17,0,0,0,0,0,0,0,0,88,50,2,0,,0,48,37,25,12,,,0,0,0,0,1,1
,울주군,발생건수,992,564,9,4,2,12,537,409,250,159,,,18,18,1,1,,,1008,547,12,4,,3,528,450,291,159,,,11,11,,,,,1013,587,9,2,1,4,571,414,258,156,,,12,12,,,,,1088,561,10,3,,10,538,515,326,189,,,8,8,3,3,1,1,928,468,6,4,,3,455,450,295,155,,,8,8,1,1,1,1
,,사망자수,44,36,0,0,1,0,35,8,4,4,,,0,0,0,0,,,45,28,1,1,,0,26,17,7,10,,,0,0,,,,,34,24,1,0,0,0,23,9,6,3,,,1,1,,,,,32,25,2,0,,0,23,7,3,4,,,0,0,0,0,0,0,34,29,0,1,,0,28,5,3,2,,,0,0,0,0,0,0
,,부상자수,1587,891,9,4,1,17,860,665,410,255,,,28,28,3,3,,,1545,818,13,5,,3,797,713,468,245,,,14,14,,,,,1555,886,9,2,1,4,870,653,380,273,,,16,16,,,,,1692,913,9,3,,28,873,762,460,302,,,10,10,6,6,1,1,1505,768,6,3,,5,754,726,464,262,,,9,9,1,1,1,1
,,중상자수,569,332,4,2,1,6,319,233,145,88,,,4,4,0,0,,,521,302,5,1,,0,296,213,146,67,,,6,6,,,,,462,288,5,0,0,0,283,172,104,68,,,2,2,,,,,492,256,3,1,,4,248,234,142,92,,,1,1,1,1,0,0,417,234,3,2,,1,228,180,123,57,,,3,3,0,0,0,0
,,경상자수,822,474,4,1,0,11,458,326,195,131,,,19,19,3,3,,,837,421,6,3,,3,409,408,254,154,,,8,8,,,,,844,442,3,2,1,4,432,395,235,160,,,7,7,,,,,952,506,4,2,,23,477,436,260,176,,,8,8,2,2,0,0,859,427,3,1,,3,420,425,270,155,,,6,6,0,0,1,1
,,부상신고자수,196,85,1,1,0,0,83,106,70,36,,,5,5,0,0,,,187,95,2,1,,0,92,92,68,24,,,0,0,,,,,249,156,1,0,0,0,155,86,41,45,,,7,7,,,,,248,151,2,0,,1,148,92,58,34,,,1,1,3,3,1,1,229,107,0,0,,1,106,121,71,50,,,0,0,1,1,0,0
세종,합계,발생건수,218,96,1,1,,3,91,93,67,26,,,26,26,3,3,,,445,193,6,4,1,4,178,234,154,80,,,15,15,3,3,,,482,193,8,2,,9,174,277,186,91,,,10,10,,,2,2,536,270,20,3,3,6,238,261,170,91,,,2,2,2,2,1,1,521,227,27,4,3,5,188,274,153,121,,,15,15,4,4,1,1
